    1                             11                             12  0.91666666666666666668473670287476
    2                             12                             13  0.92307692307692307693558694814406
    3                             23                             25  0.92000000000000000001517883041480
    4                             35                             38  0.92105263157894736841249314074354
    5                             58                             63  0.92063492063492063493526304518433
    6                             93                            101  0.92079207920792079209316299825971
    7                            151                            164  0.92073170731707317074625149255773
    8                            244                            265  0.92075471698113207544940037041492
    9                            395                            429  0.92074592074592074593527776804613
   10                            639                            694  0.92074927953890489912107397696417
   11                           1034                           1123  0.92074799643811219948714985594762
   12                           1673                           1817  0.92074848651623555310236080018171
   13                           2707                           2940  0.92074829931972789116324806801828
   14                           4380                           4757  0.92074837082194660502426977743973
   15                           7087                           7697  0.92074834351045862026758498375401
   16                          11467                          12454  0.92074835394250843101241268962021
   17                          18554                          20151  0.92074834995781847053536103842042
   18                          30021                          32605  0.92074835147983438124637267652162
   19                          48575                          52756  0.92074835089847600270822336465670
   20                          78596                          85361  0.92074835112053513897813206146026
   21                         127171                         138117  0.92074835103571609575033932171273
   22                         205767                         223478  0.92074835106811408726645504230213
   23                         332938                         361595  0.92074835105573915567485007716009
   24                         538705                         585073  0.92074835106046595893354925199681
   25                         871643                         946668  0.92074835105866048074905669262868
   26                        1410348                        1531741  0.92074835105935011204383519589634
   27                        2281991                        2478409  0.92074835105908669634399224546151
   28                        3692339                        4010150  0.92074835105918731220295270212262
   29                        5974330                        6488559  0.92074835105914888038012439119839
   30                        9666669                       10498709  0.92074835105916355998964886730995
   31                       15640999                       16987268  0.92074835105915795287548353265095
   32                       25307668                       27485977  0.92074835105916009460845506051641
   33                       40948667                       44473245  0.92074835105915927652370581157903
   34                       66256335                       71959222  0.92074835105915958904498203052569
   35                      107205002                      116432467  0.92074835105915946967432283987165
   36                      173461337                      188391689  0.92074835105915951526502419288711
   37                      280666339                      304824156  0.92074835105915949786357932449476
   38                      454127676                      493215845  0.92074835105915950447721257665634
   39                      734794015                      798040001  0.92074835105915950192933747131541
   40                     1188921691                     1291255846  0.92074835105915950290511942655236
   41                     1923715706                     2089295847  0.92074835105915950257985877480671
   42                     3112637397                     3380551693  0.92074835105915950268827899205526
   43                     5036353103                     5469847540  0.92074835105915950263406888343098
   44                     8148990500                     8850399233  0.92074835105915950268827899205526
   45                    13185343603                    14320246773  0.92074835105915950263406888343098
   46                    21334334103                    23170646006  0.92074835105915950263406888343098
   47                    34519677706                    37490892779  0.92074835105915950263406888343098
   48                    55854011809                    60661538785  0.92074835105915950263406888343098
   49                    90373689515                    98152431564  0.92074835105915950263406888343098
   50                   146227701324                   158813970349  0.92074835105915950263406888343098
   51                   236601390839                   256966401913  0.92074835105915950263406888343098
   52                   382829092163                   415780372262  0.92074835105915950263406888343098
   53                   619430483002                   672746774175  0.92074835105915950263406888343098
   54                  1002259575165                  1088527146437  0.92074835105915950263406888343098
   55                  1621690058167                  1761273920612  0.92074835105915950263406888343098
   56                  2623949633332                  2849801067049  0.92074835105915950263406888343098
   57                  4245639691499                  4611074987661  0.92074835105915950263406888343098
   58                  6869589324831                  7460876054710  0.92074835105915950263406888343098
   59                 11115229016330                 12071951042371  0.92074835105915950263406888343098
   60                 17984818341161                 19532827097081  0.92074835105915950263406888343098
   61                 29100047357491                 31604778139452  0.92074835105915950263406888343098
   62                 47084865698652                 51137605236533  0.92074835105915950263406888343098
   63                 76184913056143                 82742383375985  0.92074835105915950263406888343098
   64                123269778754795                133879988612518  0.92074835105915950263406888343098
   65                199454691810938                216622371988503  0.92074835105915950263406888343098
   66                322724470565733                350502360601021  0.92074835105915950263406888343098
   67                522179162376671                567124732589524  0.92074835105915950263406888343098
   68                844903632942404                917627093190545  0.92074835105915950263406888343098
   69               1367082795319075               1484751825780069  0.92074835105915950263406888343098
   70               2211986428261479               2402378918970614  0.92074835105915950263406888343098
   71               3579069223580554               3887130744750683  0.92074835105915950263406888343098
   72               5791055651842033               6289509663721297  0.92074835105915950263406888343098
   73               9370124875422587              10176640408471980  0.92074835105915950263406888343098
   74              15161180527264620              16466150072193277  0.92074835105915950263406888343098
   75              24531305402687207              26642790480665257  0.92074835105915950263406888343098
   76              39692485929951827              43108940552858534  0.92074835105915950263406888343098
   77              64223791332639034              69751731033523791  0.92074835105915950263406888343098
   78             103916277262590861             112860671586382325  0.92074835105915950263406888343098
   79             168140068595229895             182612402619906116  0.92074835105915950263406888343098
   80             272056345857820756             295473074206288441  0.92074835105915950263406888343098
   81             440196414453050651             478085476826194557  0.92074835105915950263406888343098
   82             712252760310871407             773558551032482998  0.92074835105915950263406888343098
   83            1152449174763922058            1251644027858677555  0.92074835105915950263406888343098
   84            1864701935074793465            2025202578891160553  0.92074835105915950263406888343098
   85            3017151109838715523            3276846606749838108  0.92074835105915950263406888343098
   86            4881853044913508988            5302049185640998661  0.92074835105915950263406888343098
   87            7899004154752224511            8578895792390836769  0.92074835105915950263406888343098
   88           12780857199665733499           13880944978031835430  0.92074835105915950263406888343098
   89           20679861354417958010           22459840770422672200  0.92074835105915950263406888343098

